CTYFIPS,CTY_NAME,total_worker_pop_2018,total_worker_pop_2013,delta_agro,pct_agro_2018,pct_agro_2013,delta_construct,pct_construct_2018,pct_construct_2013,delta_manufact,pct_manufact_2018,pct_manufact_2013,delta_wholesale,pct_wholesale_2018,pct_wholesale_2013,delta_retail,pct_retail_2018,pct_retail_2013,delta_transport_util,pct_transport_util_2018,pct_transport_util_2013,delta_information,pct_information_2018,pct_information_2013,delta_finance_realest,pct_finance_realest_2018,pct_finance_realest_2013,delta_prof_sci_mgmt_adm,pct_prof_sci_mgmt_adm_2018,pct_prof_sci_mgmt_adm_2013,delta_edu_health,pct_edu_health_2018,pct_edu_health_2013,delta_arts_ent_food_rec,pct_arts_ent_food_rec_2018,pct_arts_ent_food_rec_2013,delta_otherserv,pct_otherserv_2018,pct_otherserv_2013,delta_public_admin,pct_public_admin_2018,pct_public_admin_2013
0500000US18033,"DeKalb County, Indiana",21374,18744,-0.217391304,0.018,0.023,0.291666667,0.062,0.048,0.092879257,0.353,0.323,-0.304347826,0.016,0.023,-0.115702479,0.107,0.121,0.023809524,0.043,0.042,-0.19047619,0.017,0.021,0.048780488,0.043,0.041,0.219512195,0.05,0.041,-0.185,0.163,0.2,0.25,0.07,0.056,-0.12195122,0.036,0.041,0.045454545,0.023,0.022
0500000US18035,"Delaware County, Indiana",53067,50114,0.5,0.009,0.006,0.104166667,0.053,0.048,0.114035088,0.127,0.114,0,0.018,0.018,-0.032,0.121,0.125,0.117647059,0.038,0.034,0,0.009,0.009,0,0.044,0.044,0.106666667,0.083,0.075,-0.062874251,0.313,0.334,-0.034782609,0.111,0.115,-0.043478261,0.044,0.046,-0.09375,0.029,0.032
0500000US18037,"Dubois County, Indiana",22194,21799,-0.11627907,0.038,0.043,0.192307692,0.062,0.052,-0.011730205,0.337,0.341,-0.162162162,0.031,0.037,-0.309734513,0.078,0.113,-0.052631579,0.036,0.038,0.444444444,0.013,0.009,0.225806452,0.038,0.031,0.065217391,0.049,0.046,0.15060241,0.191,0.166,0.066666667,0.064,0.06,-0.130434783,0.04,0.046,0.263157895,0.024,0.019
0500000US18039,"Elkhart County, Indiana",96156,88591,-0.181818182,0.009,0.011,0.023255814,0.044,0.043,0.034482759,0.36,0.348,-0.166666667,0.025,0.03,-0.00952381,0.104,0.105,-0.113636364,0.039,0.044,0.111111111,0.01,0.009,-0.243902439,0.031,0.041,0.092592593,0.059,0.054,-0.011428571,0.173,0.175,-0.064102564,0.073,0.078,0.155555556,0.052,0.045,0.222222222,0.022,0.018
0500000US18041,"Fayette County, Indiana",9858,8926,-0.454545455,0.006,0.011,0.475,0.059,0.04,0.352040816,0.265,0.196,-0.129032258,0.027,0.031,-0.18699187,0.1,0.123,-0.020833333,0.047,0.048,0.75,0.014,0.008,-0.307692308,0.027,0.039,-0.016666667,0.059,0.06,-0.058394161,0.258,0.274,-0.060240964,0.078,0.083,-0.50877193,0.028,0.057,0.066666667,0.032,0.03
0500000US18043,"Floyd County, Indiana",38611,36359,-0.333333333,0.004,0.006,-0.015873016,0.062,0.063,-0.09039548,0.161,0.177,0.086956522,0.025,0.023,0.036363636,0.114,0.11,0.122807018,0.064,0.057,-0.142857143,0.012,0.014,0.153846154,0.075,0.065,-0.146067416,0.076,0.089,0.045045045,0.232,0.222,-0.041666667,0.092,0.096,0.12195122,0.046,0.041,0,0.036,0.036
0500000US18045,"Fountain County, Indiana",7506,7563,-0.4375,0.027,0.048,-0.059701493,0.063,0.067,-0.082822086,0.299,0.326,1.153846154,0.028,0.013,0.158536585,0.095,0.082,0.044444444,0.047,0.045,0,0.011,0.011,0.58974359,0.062,0.039,0.210526316,0.046,0.038,-0.103092784,0.174,0.194,-0.016949153,0.058,0.059,0.130434783,0.052,0.046,0.15625,0.037,0.032
0500000US18047,"Franklin County, Indiana",11080,10724,-0.176470588,0.028,0.034,-0.038961039,0.074,0.077,0.263414634,0.259,0.205,-0.19047619,0.017,0.021,-0.188976378,0.103,0.127,0.017241379,0.059,0.058,1.285714286,0.016,0.007,-0.177777778,0.037,0.045,0.116666667,0.067,0.06,-0.139013453,0.192,0.223,-0.214285714,0.044,0.056,0.032786885,0.063,0.061,0.6,0.04,0.025
0500000US18049,"Fulton County, Indiana",9557,8825,-0.35,0.039,0.06,0.25,0.06,0.048,-0.095846645,0.283,0.313,-0.028571429,0.034,0.035,0.821917808,0.133,0.073,0.204545455,0.053,0.044,-0.35,0.013,0.02,0.451612903,0.045,0.031,-0.208333333,0.038,0.048,-0.158974359,0.164,0.195,0.139534884,0.049,0.043,-0.145454545,0.047,0.055,0.205882353,0.041,0.034
0500000US18051,"Gibson County, Indiana",16281,15621,-0.04,0.048,0.05,0,0.051,0.051,0.08203125,0.277,0.256,0.368421053,0.026,0.019,0.096774194,0.102,0.093,-0.180722892,0.068,0.083,-0.545454545,0.01,0.022,0.565217391,0.036,0.023,-0.138461538,0.056,0.065,0.120689655,0.195,0.174,-0.106666667,0.067,0.075,-0.236363636,0.042,0.055,-0.242424242,0.025,0.033
0500000US18053,"Grant County, Indiana",29052,28810,-0.214285714,0.011,0.014,0,0.037,0.037,0.262411348,0.178,0.141,0.230769231,0.016,0.013,-0.175675676,0.122,0.148,0.319148936,0.062,0.047,0.2,0.018,0.015,-0.2,0.036,0.045,-0.102040816,0.044,0.049,-0.034267913,0.31,0.321,-0.12371134,0.085,0.097,0.044444444,0.047,0.045,0.222222222,0.033,0.027
0500000US18055,"Greene County, Indiana",14124,14302,-0.066666667,0.042,0.045,0.06097561,0.087,0.082,-0.020689655,0.142,0.145,0.076923077,0.014,0.013,0.103773585,0.117,0.106,0.270833333,0.061,0.048,-0.230769231,0.01,0.013,0,0.042,0.042,-0.135802469,0.07,0.081,-0.09009009,0.202,0.222,0.344827586,0.078,0.058,-0.36,0.032,0.05,0.0625,0.102,0.096
0500000US18057,"Hamilton County, Indiana",168749,143762,0,0.006,0.006,-0.023255814,0.042,0.043,-0.120300752,0.117,0.133,-0.075,0.037,0.04,-0.056603774,0.1,0.106,-0.064516129,0.029,0.031,0,0.024,0.024,0.103092784,0.107,0.097,0.105263158,0.147,0.133,-0.029535865,0.23,0.237,0.222222222,0.088,0.072,0.069767442,0.046,0.043,-0.205882353,0.027,0.034
0500000US18059,"Hancock County, Indiana",38632,33751,0.416666667,0.017,0.012,0.05,0.084,0.08,0.037037037,0.14,0.135,0.366666667,0.041,0.03,-0.060344828,0.109,0.116,0.075,0.043,0.04,-0.166666667,0.015,0.018,0.015625,0.065,0.064,0.10989011,0.101,0.091,-0.025974026,0.225,0.231,0.078125,0.069,0.064,-0.35,0.039,0.06,-0.084745763,0.054,0.059
0500000US18061,"Harrison County, Indiana",17765,17832,-0.6,0.008,0.02,0.31884058,0.091,0.069,0.158823529,0.197,0.17,-0.214285714,0.022,0.028,0.088235294,0.111,0.102,-0.253164557,0.059,0.079,-0.066666667,0.014,0.015,-0.084745763,0.054,0.059,-0.125,0.049,0.056,0.004405286,0.228,0.227,-0.128440367,0.095,0.109,0.310344828,0.038,0.029,-0.108108108,0.033,0.037
0500000US18063,"Hendricks County, Indiana",84103,72882,0,0.005,0.005,-0.0625,0.06,0.064,0.023622047,0.13,0.127,0.034482759,0.03,0.029,-0.026315789,0.111,0.114,-0.033333333,0.087,0.09,-0.055555556,0.017,0.018,-0.121212121,0.058,0.066,-0.010309278,0.096,0.097,0.080357143,0.242,0.224,0.044117647,0.071,0.068,0.094339623,0.058,0.053,-0.2,0.036,0.045
0500000US18065,"Henry County, Indiana",20056,19155,0.125,0.018,0.016,0.015151515,0.067,0.066,-0.033653846,0.201,0.208,-0.285714286,0.02,0.028,0.159574468,0.109,0.094,-0.06122449,0.046,0.049,-0.133333333,0.013,0.015,0,0.052,0.052,-0.131147541,0.053,0.061,0,0.247,0.247,0.109589041,0.081,0.073,-0.137254902,0.044,0.051,0.225,0.049,0.04
0500000US18067,"Howard County, Indiana",36898,34523,-0.083333333,0.011,0.012,0.069767442,0.046,0.043,0.158119658,0.271,0.234,-0.25,0.015,0.02,-0.158333333,0.101,0.12,-0.088235294,0.031,0.034,-0.0625,0.015,0.016,0.024390244,0.042,0.041,0.591836735,0.078,0.049,-0.08583691,0.213,0.233,-0.107142857,0.1,0.112,-0.173076923,0.043,0.052,-0.083333333,0.033,0.036
0500000US18069,"Huntington County, Indiana",18366,17490,1.076923077,0.027,0.013,-0.275362319,0.05,0.069,-0.025735294,0.265,0.272,0.272727273,0.028,0.022,-0.032608696,0.089,0.092,0.019230769,0.053,0.052,-0.055555556,0.017,0.018,-0.275,0.029,0.04,0.2,0.054,0.045,0.021645022,0.236,0.231,0.140625,0.073,0.064,-0.166666667,0.045,0.054,0.206896552,0.035,0.029
0500000US18071,"Jackson County, Indiana",20533,19331,0.133333333,0.034,0.03,0.1875,0.057,0.048,-0.05625,0.302,0.32,0.555555556,0.028,0.018,-0.115107914,0.123,0.139,0.069767442,0.046,0.043,-0.545454545,0.005,0.011,-0.19047619,0.034,0.042,0.214285714,0.051,0.042,-0.06741573,0.166,0.178,0.140625,0.073,0.064,0.125,0.045,0.04,0.384615385,0.036,0.026
0500000US18073,"Jasper County, Indiana",15493,14620,0,0.044,0.044,-0.028571429,0.102,0.105,0.175757576,0.194,0.165,0.6,0.024,0.015,0.308411215,0.14,0.107,-0.08,0.069,0.075,1.25,0.018,0.008,-0.11627907,0.038,0.043,-0.25,0.045,0.06,-0.187772926,0.186,0.229,-0.135802469,0.07,0.081,0.179487179,0.046,0.039,-0.172413793,0.024,0.029
0500000US18075,"Jay County, Indiana",9491,9476,0.404255319,0.066,0.047,0.169491525,0.069,0.059,-0.068181818,0.328,0.352,0,0.014,0.014,-0.021978022,0.089,0.091,-0.097560976,0.037,0.041,0.333333333,0.008,0.006,-0.3,0.021,0.03,0.096774194,0.034,0.031,0.010152284,0.199,0.197,0,0.065,0.065,0.264705882,0.043,0.034,-0.181818182,0.027,0.033
0500000US18077,"Jefferson County, Indiana",14454,14276,-0.363636364,0.014,0.022,-0.101694915,0.053,0.059,0.195219124,0.3,0.251,0.307692308,0.017,0.013,0,0.115,0.115,0.244897959,0.061,0.049,-0.666666667,0.004,0.012,0.24,0.031,0.025,-0.027777778,0.035,0.036,-0.14,0.215,0.25,-0.135802469,0.07,0.081,-0.06,0.047,0.05,0,0.038,0.038
0500000US18079,"Jennings County, Indiana",13225,11836,0,0.024,0.024,0.027777778,0.074,0.072,-0.035460993,0.272,0.282,-0.35483871,0.02,0.031,0.264150943,0.134,0.106,0.605263158,0.061,0.038,-0.5,0.008,0.016,-0.4,0.018,0.03,0.552631579,0.059,0.038,-0.053658537,0.194,0.205,-0.182926829,0.067,0.082,0.107142857,0.031,0.028,-0.191489362,0.038,0.047
0500000US18081,"Johnson County, Indiana",76397,68489,-0.583333333,0.005,0.012,0.096774194,0.068,0.062,0.065359477,0.163,0.153,0,0.027,0.027,-0.173228346,0.105,0.127,-0.161290323,0.052,0.062,0,0.016,0.016,0.081967213,0.066,0.061,0.078651685,0.096,0.089,0.0657277,0.227,0.213,-0.037974684,0.076,0.079,-0.107142857,0.05,0.056,0.090909091,0.048,0.044
0500000US18083,"Knox County, Indiana",18068,17220,-0.135802469,0.07,0.081,-0.309090909,0.038,0.055,0.139705882,0.155,0.136,0.076923077,0.028,0.026,-0.083333333,0.11,0.12,0.1875,0.057,0.048,0.071428571,0.015,0.014,0.407407407,0.038,0.027,0.074074074,0.058,0.054,-0.096153846,0.235,0.26,0.240506329,0.098,0.079,-0.142857143,0.042,0.049,0.058823529,0.054,0.051
0500000US18085,"Kosciusko County, Indiana",39265,36713,0.136363636,0.025,0.022,0.14893617,0.054,0.047,0.023195876,0.397,0.388,-0.111111111,0.016,0.018,-0.121212121,0.087,0.099,-0.181818182,0.027,0.033,-0.117647059,0.015,0.017,-0.026315789,0.037,0.038,-0.063829787,0.044,0.047,0.06097561,0.174,0.164,-0.088235294,0.062,0.068,0,0.047,0.047,0.333333333,0.016,0.012
0500000US18087,"LaGrange County, Indiana",16906,14946,-0.296296296,0.038,0.054,-0.166666667,0.05,0.06,0.140142518,0.48,0.421,0.307692308,0.017,0.013,0.1,0.099,0.09,-0.305555556,0.025,0.036,-0.3,0.007,0.01,-0.269230769,0.019,0.026,0.833333333,0.044,0.024,-0.161764706,0.114,0.136,-0.096774194,0.056,0.062,-0.339622642,0.035,0.053,0,0.015,0.015
0500000US18089,"Lake County, Indiana",217505,211287,0,0.004,0.004,0,0.064,0.064,0.052631579,0.16,0.152,0.142857143,0.024,0.021,-0.043103448,0.111,0.116,-0.042253521,0.068,0.071,-0.1875,0.013,0.016,-0.02,0.049,0.05,0.113924051,0.088,0.079,-0.008474576,0.234,0.236,-0.009615385,0.103,0.104,-0.02,0.049,0.05,-0.081081081,0.034,0.037
0500000US18091,"LaPorte County, Indiana",47006,47049,0,0.012,0.012,0.033333333,0.062,0.06,0.067961165,0.22,0.206,-0.48,0.013,0.025,-0.008403361,0.118,0.119,0.01754386,0.058,0.057,-0.333333333,0.01,0.015,-0.255319149,0.035,0.047,0.258064516,0.078,0.062,0,0.206,0.206,-0.037037037,0.104,0.108,0.130434783,0.052,0.046,-0.108108108,0.033,0.037
0500000US18093,"Lawrence County, Indiana",20460,19359,0.266666667,0.019,0.015,-0.154929577,0.06,0.071,0.182352941,0.201,0.17,-0.5,0.015,0.03,0.104347826,0.127,0.115,0.179487179,0.046,0.039,-0.4375,0.009,0.016,0.486486486,0.055,0.037,-0.015384615,0.064,0.065,-0.092827004,0.215,0.237,-0.23655914,0.071,0.093,-0.152173913,0.039,0.046,0.181818182,0.078,0.066
0500000US18095,"Madison County, Indiana",56373,53796,-0.083333333,0.011,0.012,0,0.061,0.061,0.087591241,0.149,0.137,-0.37037037,0.017,0.027,-0.017391304,0.113,0.115,0.08,0.054,0.05,-0.176470588,0.014,0.017,0.037037037,0.056,0.054,0.035294118,0.088,0.085,0.046610169,0.247,0.236,-0.099009901,0.091,0.101,-0.050847458,0.056,0.059,-0.044444444,0.043,0.045
0500000US18097,"Marion County, Indiana",457060,425049,0,0.002,0.002,0.056603774,0.056,0.053,-0.036036036,0.107,0.111,-0.060606061,0.031,0.033,0.032520325,0.127,0.123,0.196721311,0.073,0.061,-0.052631579,0.018,0.019,-0.043478261,0.066,0.069,0.0625,0.119,0.112,-0.027027027,0.216,0.222,-0.056603774,0.1,0.106,0.022222222,0.046,0.045,-0.113636364,0.039,0.044
0500000US18099,"Marshall County, Indiana",21365,21083,-0.225806452,0.024,0.031,-0.174603175,0.052,0.063,0.2,0.336,0.28,-0.4,0.018,0.03,-0.066666667,0.098,0.105,-0.065217391,0.043,0.046,0.375,0.011,0.008,-0.071428571,0.039,0.042,0,0.052,0.052,-0.044334975,0.194,0.203,0.03125,0.066,0.064,-0.098039216,0.046,0.051,-0.2,0.02,0.025
0500000US18101,"Martin County, Indiana",4705,4743,-0.19047619,0.051,0.063,-0.263888889,0.053,0.072,0.091954023,0.19,0.174,-0.285714286,0.01,0.014,-0.107438017,0.108,0.121,0.472727273,0.081,0.055,0.285714286,0.018,0.014,-0.263157895,0.014,0.019,0.725,0.069,0.04,0.0625,0.187,0.176,-0.209876543,0.064,0.081,-0.02,0.049,0.05,-0.116666667,0.106,0.12
0500000US18103,"Miami County, Indiana",15271,14740,-0.285714286,0.025,0.035,0.06557377,0.065,0.061,0.141630901,0.266,0.233,-0.047619048,0.02,0.021,-0.037735849,0.102,0.106,0.350877193,0.077,0.057,0.285714286,0.009,0.007,-0.404761905,0.025,0.042,0,0.05,0.05,-0.03030303,0.192,0.198,-0.090909091,0.07,0.077,-0.12244898,0.043,0.049,-0.126984127,0.055,0.063
0500000US18105,"Monroe County, Indiana",72599,66347,-0.166666667,0.005,0.006,-0.023255814,0.042,0.043,-0.07,0.093,0.1,0.071428571,0.015,0.014,-0.038461538,0.1,0.104,-0.115384615,0.023,0.026,0.181818182,0.026,0.022,0.157894737,0.044,0.038,0.144927536,0.079,0.069,0.022222222,0.368,0.36,-0.053435115,0.124,0.131,-0.020833333,0.047,0.048,-0.1,0.036,0.04
0500000US18107,"Montgomery County, Indiana",18836,17402,-0.24,0.019,0.025,0.169491525,0.069,0.059,-0.066666667,0.266,0.285,0,0.02,0.02,-0.025862069,0.113,0.116,0.378378378,0.051,0.037,1,0.024,0.012,-0.294117647,0.024,0.034,0.12962963,0.061,0.054,-0.004926108,0.202,0.203,-0.02739726,0.071,0.073,0.086956522,0.05,0.046,-0.216216216,0.029,0.037
0500000US18109,"Morgan County, Indiana",33028,32573,-0.083333333,0.011,0.012,-0.076923077,0.096,0.104,-0.108280255,0.14,0.157,-0.133333333,0.026,0.03,0.142857143,0.12,0.105,-0.068965517,0.081,0.087,-0.25,0.009,0.012,0.037037037,0.056,0.054,-0.011764706,0.084,0.085,0.135135135,0.21,0.185,-0.0125,0.079,0.08,-0.06,0.047,0.05,0,0.04,0.04
0500000US18111,"Newton County, Indiana",6161,6297,0.319148936,0.062,0.047,-0.272727273,0.072,0.099,0.130890052,0.216,0.191,-0.03125,0.031,0.032,0.435643564,0.145,0.101,-0.180851064,0.077,0.094,0,0.016,0.016,0.102564103,0.043,0.039,0.459459459,0.054,0.037,-0.388349515,0.126,0.206,0.196721311,0.073,0.061,0.388888889,0.05,0.036,-0.1,0.036,0.04
0500000US18113,"Noble County, Indiana",22947,21080,-0.472222222,0.019,0.036,-0.152542373,0.05,0.059,0.039370079,0.396,0.381,0.352941176,0.023,0.017,-0.068965517,0.081,0.087,0.482758621,0.043,0.029,0.181818182,0.013,0.011,0.090909091,0.036,0.033,-0.127659574,0.041,0.047,0.036363636,0.171,0.165,-0.253333333,0.056,0.075,0.305555556,0.047,0.036,-0.08,0.023,0.025
0500000US18115,"Ohio County, Indiana",3004,3023,1.75,0.011,0.004,-0.102941176,0.061,0.068,0.167597765,0.209,0.179,0.222222222,0.022,0.018,-0.32173913,0.078,0.115,-0.210526316,0.075,0.095,3.75,0.019,0.004,0.2,0.042,0.035,-0.303030303,0.046,0.066,-0.058201058,0.178,0.189,-0.049079755,0.155,0.163,0.297297297,0.048,0.037,1.035714286,0.057,0.028
0500000US18117,"Orange County, Indiana",8424,7951,0.266666667,0.038,0.03,-0.050505051,0.094,0.099,0.288659794,0.25,0.194,2.8,0.019,0.005,0.310810811,0.097,0.074,-0.5,0.031,0.062,-0.333333333,0.008,0.012,-0.28125,0.023,0.032,-0.230769231,0.03,0.039,-0.176744186,0.177,0.215,0.011764706,0.172,0.17,-0.333333333,0.026,0.039,0.24137931,0.036,0.029
0500000US18119,"Owen County, Indiana",9411,9481,0.333333333,0.028,0.021,0.252631579,0.119,0.095,0.145539906,0.244,0.213,1.3,0.023,0.01,-0.258928571,0.083,0.112,-0.307692308,0.054,0.078,0.3125,0.021,0.016,0.027777778,0.037,0.036,0.113207547,0.059,0.053,-0.088082902,0.176,0.193,-0.029850746,0.065,0.067,-0.144927536,0.059,0.069,-0.111111111,0.032,0.036
0500000US18121,"Parke County, Indiana",6748,6838,-0.117647059,0.045,0.051,-0.049382716,0.077,0.081,0.181818182,0.247,0.209,-0.489361702,0.024,0.047,-0.161016949,0.099,0.118,0.076923077,0.056,0.052,0.416666667,0.017,0.012,-0.076923077,0.024,0.026,0.361702128,0.064,0.047,-0.032051282,0.151,0.156,0.168831169,0.09,0.077,-0.237288136,0.045,0.059,-0.015873016,0.062,0.063
0500000US18123,"Perry County, Indiana",8351,8339,-0.212121212,0.026,0.033,0.052631579,0.06,0.057,-0.063037249,0.327,0.349,0,0.008,0.008,-0.058823529,0.08,0.085,-0.075,0.037,0.04,-0.071428571,0.013,0.014,0.111111111,0.03,0.027,0,0.056,0.056,0.393548387,0.216,0.155,0.357142857,0.095,0.07,-0.5,0.022,0.044,-0.483333333,0.031,0.06
0500000US18125,"Pike County, Indiana",5726,5617,-0.066666667,0.07,0.075,-0.139534884,0.074,0.086,0.016736402,0.243,0.239,0.111111111,0.02,0.018,-0.104761905,0.094,0.105,-0.08988764,0.081,0.089,0.428571429,0.02,0.014,-0.382352941,0.021,0.034,0.285714286,0.045,0.035,0.240963855,0.206,0.166,0.01754386,0.058,0.057,-0.170212766,0.039,0.047,-0.088235294,0.031,0.034
0500000US18127,"Porter County, Indiana",80189,76896,0.2,0.006,0.005,0.092307692,0.071,0.065,-0.038251366,0.176,0.183,-0.12,0.022,0.025,-0.089285714,0.102,0.112,0.115384615,0.058,0.052,0,0.014,0.014,0.044444444,0.047,0.045,0.189189189,0.088,0.074,0.024590164,0.25,0.244,-0.090909091,0.09,0.099,-0.1,0.045,0.05,-0.0625,0.03,0.032
0500000US18129,"Posey County, Indiana",12398,12510,0.035714286,0.029,0.028,-0.076923077,0.072,0.078,-0.071111111,0.209,0.225,0.074074074,0.029,0.027,-0.074468085,0.087,0.094,0.163934426,0.071,0.061,-0.5,0.006,0.012,-0.023255814,0.042,0.043,0.085714286,0.076,0.07,0.147959184,0.225,0.196,-0.256410256,0.058,0.078,0.086206897,0.063,0.058,0.032258065,0.032,0.031
0500000US18131,"Pulaski County, Indiana",5536,5694,-0.135802469,0.07,0.081,0.046875,0.067,0.064,0.061371841,0.294,0.277,0.090909091,0.024,0.022,0.126582278,0.089,0.079,0.022727273,0.045,0.044,-0.461538462,0.007,0.013,0.565217391,0.036,0.023,0.108108108,0.041,0.037,-0.116883117,0.204,0.231,0.078431373,0.055,0.051,0.689655172,0.049,0.029,-0.6,0.02,0.05
0500000US18133,"Putnam County, Indiana",16250,15119,0.047619048,0.022,0.021,-0.012987013,0.076,0.077,0.120481928,0.186,0.166,-0.047619048,0.02,0.021,0.33,0.133,0.1,0.109375,0.071,0.064,-0.352941176,0.011,0.017,0.060606061,0.035,0.033,0,0.049,0.049,-0.079245283,0.244,0.265,-0.247191011,0.067,0.089,0.027027027,0.038,0.037,-0.2,0.048,0.06
0500000US18135,"Randolph County, Indiana",11271,11306,-0.045454545,0.063,0.066,0.0625,0.068,0.064,0.083333333,0.247,0.228,-0.125,0.021,0.024,-0.054545455,0.104,0.11,-0.150943396,0.045,0.053,0.5,0.015,0.01,-0.186046512,0.035,0.043,-0.145833333,0.041,0.048,0.017699115,0.23,0.226,0.018181818,0.056,0.055,-0.102564103,0.035,0.039,0.28125,0.041,0.032
0500000US18137,"Ripley County, Indiana",13884,12853,0.333333333,0.024,0.018,0.085365854,0.089,0.082,-0.028225806,0.241,0.248,-0.588235294,0.007,0.017,-0.153153153,0.094,0.111,0.407407407,0.076,0.054,-0.333333333,0.006,0.009,-0.132075472,0.046,0.053,0.12,0.056,0.05,0.059139785,0.197,0.186,-0.032258065,0.09,0.093,0,0.045,0.045,-0.147058824,0.029,0.034
0500000US18139,"Rush County, Indiana",7440,7939,-0.47826087,0.036,0.069,0.375,0.077,0.056,0.143459916,0.271,0.237,-0.407407407,0.016,0.027,-0.073394495,0.101,0.109,-0.219178082,0.057,0.073,-0.444444444,0.005,0.009,0.371428571,0.048,0.035,0.482142857,0.083,0.056,-0.093922652,0.164,0.181,-0.127906977,0.075,0.086,-0.085714286,0.032,0.035,0.206896552,0.035,0.029
0500000US18141,"St. Joseph County, Indiana",128360,120386,-0.25,0.003,0.004,0.088888889,0.049,0.045,0.097560976,0.18,0.164,-0.033333333,0.029,0.03,-0.00877193,0.113,0.114,0.023809524,0.043,0.042,0.2,0.018,0.015,-0.178571429,0.046,0.056,0,0.077,0.077,0.003546099,0.283,0.282,-0.105263158,0.085,0.095,-0.021276596,0.046,0.047,-0.068965517,0.027,0.029
0500000US18143,"Scott County, Indiana",10004,9558,1.416666667,0.029,0.012,0.183673469,0.058,0.049,0.098181818,0.302,0.275,0.538461538,0.02,0.013,-0.006944444,0.143,0.144,0.047619048,0.066,0.063,0,0.001,0.001,-0.558139535,0.019,0.043,0.244444444,0.056,0.045,0.036649215,0.198,0.191,-0.235294118,0.052,0.068,-0.214285714,0.033,0.042,-0.566037736,0.023,0.053
0500000US18145,"Shelby County, Indiana",22158,20963,0.5,0.024,0.016,0.19047619,0.075,0.063,-0.098039216,0.23,0.255,-0.161290323,0.026,0.031,-0.141414141,0.085,0.099,-0.21875,0.05,0.064,0.272727273,0.014,0.011,0.642857143,0.046,0.028,-0.153846154,0.066,0.078,0.106951872,0.207,0.187,-0.093023256,0.078,0.086,0,0.051,0.051,0.5,0.048,0.032
0500000US18147,"Spencer County, Indiana",9947,9912,0.142857143,0.056,0.049,-0.247311828,0.07,0.093,0.099137931,0.255,0.232,0.259259259,0.034,0.027,-0.147727273,0.075,0.088,0.012048193,0.084,0.083,-0.133333333,0.013,0.015,-0.418181818,0.032,0.055,0.212765957,0.057,0.047,0.125786164,0.179,0.159,-0.075949367,0.073,0.079,-0.081632653,0.045,0.049,0.125,0.027,0.024
0500000US18149,"Starke County, Indiana",9661,9223,-0.388888889,0.022,0.036,0.35483871,0.084,0.062,0.172,0.293,0.25,-0.238095238,0.016,0.021,-0.100917431,0.098,0.109,-0.157142857,0.059,0.07,-0.333333333,0.008,0.012,0.37037037,0.037,0.027,-0.102564103,0.035,0.039,-0.022421525,0.218,0.223,-0.2875,0.057,0.08,0.236842105,0.047,0.038,-0.264705882,0.025,0.034
0500000US18151,"Steuben County, Indiana",17250,16185,0.375,0.022,0.016,-0.185185185,0.044,0.054,0.125954198,0.295,0.262,0.1,0.022,0.02,0.03875969,0.134,0.129,-0.016949153,0.058,0.059,-0.533333333,0.007,0.015,-0.025,0.039,0.04,0.435897436,0.056,0.039,-0.138297872,0.162,0.188,-0.069767442,0.08,0.086,0.06122449,0.052,0.049,-0.325581395,0.029,0.043
0500000US18153,"Sullivan County, Indiana",8286,8176,0.012345679,0.082,0.081,0.075757576,0.071,0.066,0.097902098,0.157,0.143,-0.05,0.019,0.02,-0.176,0.103,0.125,0.275862069,0.074,0.058,-0.416666667,0.007,0.012,-0.446808511,0.026,0.047,-0.019607843,0.05,0.051,0.009049774,0.223,0.221,0.203125,0.077,0.064,0.151515152,0.038,0.033,-0.075,0.074,0.08
0500000US18155,"Switzerland County, Indiana",4355,4551,-0.46875,0.017,0.032,-0.172413793,0.096,0.116,0.098901099,0.2,0.182,0.380952381,0.029,0.021,0.906976744,0.082,0.043,-0.353658537,0.053,0.082,8,0.009,0.001,-0.159090909,0.037,0.044,0.027777778,0.037,0.036,0.703389831,0.201,0.118,-0.275,0.145,0.2,-0.22,0.039,0.05,-0.253333333,0.056,0.075
0500000US18157,"Tippecanoe County, Indiana",94285,83361,0.1,0.011,0.01,0.022222222,0.046,0.045,0.145695364,0.173,0.151,0,0.017,0.017,0,0.108,0.108,-0.071428571,0.026,0.028,0.090909091,0.012,0.011,-0.177777778,0.037,0.045,0.179104478,0.079,0.067,-0.090140845,0.323,0.355,0.136842105,0.108,0.095,-0.181818182,0.036,0.044,-0.041666667,0.023,0.024
0500000US18159,"Tipton County, Indiana",7450,7062,0.074074074,0.058,0.054,0.032786885,0.063,0.061,0.251184834,0.264,0.211,-0.631578947,0.007,0.019,-0.41509434,0.062,0.106,-0.255319149,0.035,0.047,-0.090909091,0.01,0.011,-0.181818182,0.036,0.044,0.109090909,0.061,0.055,-0.10460251,0.214,0.239,0.62,0.081,0.05,-0.262295082,0.045,0.061,0.441860465,0.062,0.043
0500000US18161,"Union County, Indiana",3368,3387,0.181818182,0.039,0.033,-0.49122807,0.029,0.057,0.201680672,0.143,0.119,-0.5,0.02,0.04,-0.13836478,0.137,0.159,0.612244898,0.079,0.049,1.25,0.018,0.008,0.44,0.036,0.025,0.070175439,0.061,0.057,-0.076655052,0.265,0.287,-0.121495327,0.094,0.107,0.826086957,0.042,0.023,0,0.035,0.035
